1	70
1	88
2	154
4	41
4	80
4	107
5	51
5	74
5	107
5	128
6	50
6	63
6	82
6	84
6	89
6	107
6	115
6	126
6	132
6	136
6	174
7	76
8	33
8	69
9	20
9	48
9	91
9	152
10	45
10	84
12	37
12	57
12	63
12	69
12	123
12	172
13	30
14	130
15	70
16	93
17	88
20	9
20	91
21	35
21	133
21	183
22	69
23	33
23	74
23	151
23	158
23	161
23	177
25	98
25	108
25	124
25	158
27	51
27	63
27	74
28	183
29	50
29	106
30	13
30	91
32	86
33	8
33	23
33	57
33	95
33	98
33	108
33	151
33	158
33	161
33	170
33	177
34	63
34	73
34	82
34	107
34	146
35	21
36	41
36	78
36	132
37	12
37	38
37	57
37	74
37	172
38	37
38	69
38	133
39	70
39	118
39	130
39	132
40	121
41	4
41	36
41	78
41	80
41	90
41	101
41	127
41	132
41	183
43	70
43	127
45	10
45	84
45	132
47	61
47	62
47	126
47	132
48	9
48	91
49	126
50	6
50	29
50	115
50	172
50	174
51	5
51	27
51	57
51	74
51	82
51	128
51	161
54	132
57	12
57	33
57	37
57	51
57	69
57	74
57	94
57	123
61	47
61	62
61	118
61	126
61	132
62	47
62	61
62	93
62	115
62	126
62	132
62	171
62	174
62	176
63	6
63	12
63	27
63	34
63	73
63	136
63	146
68	70
69	8
69	12
69	22
69	38
69	57
69	74
69	112
69	123
69	172
70	1
70	15
70	39
70	43
70	68
70	75
72	74
73	34
73	63
73	74
73	94
73	128
73	146
73	151
73	161
74	5
74	23
74	27
74	37
74	51
74	57
74	69
74	72
74	73
74	82
74	89
74	94
74	105
74	107
74	128
74	146
74	147
74	151
74	153
74	161
75	70
76	7
78	36
78	41
78	82
78	105
78	127
80	4
80	41
80	101
82	6
82	34
82	51
82	74
82	78
82	107
82	126
82	133
84	6
84	10
84	45
86	32
88	1
88	17
89	6
89	74
89	93
89	126
89	132
90	41
90	130
90	182
91	9
91	20
91	30
91	48
91	104
91	152
92	172
93	16
93	62
93	89
93	120
93	126
93	132
94	57
94	73
94	74
94	128
94	146
95	33
95	98
95	100
95	108
95	124
95	170
98	25
98	33
98	95
98	113
98	124
98	151
98	177
99	132
100	95
101	41
101	80
101	132
102	126
102	132
102	176
103	124
104	91
105	74
105	78
106	29
107	4
107	5
107	6
107	34
107	74
107	82
107	133
107	146
108	25
108	33
108	95
108	158
110	155
110	162
110	165
112	69
113	98
113	124
113	151
113	170
113	177
115	6
115	50
115	62
115	171
115	174
116	130
116	159
116	176
118	39
118	61
118	119
118	126
118	132
118	176
119	118
119	132
120	93
120	126
120	132
120	134
121	40
123	12
123	57
123	69
124	25
124	95
124	98
124	103
124	113
126	6
126	47
126	49
126	61
126	62
126	82
126	89
126	93
126	102
126	118
126	120
126	132
126	134
126	136
126	176
127	41
127	43
127	78
128	5
128	51
128	73
128	74
128	94
130	14
130	39
130	90
130	116
130	132
130	159
132	6
132	36
132	39
132	41
132	45
132	47
132	54
132	61
132	62
132	89
132	93
132	99
132	101
132	102
132	118
132	119
132	120
132	126
132	130
132	136
132	148
132	157
132	159
132	176
133	21
133	38
133	82
133	107
134	120
134	126
134	176
136	6
136	63
136	126
136	132
146	34
146	63
146	73
146	74
146	94
146	107
147	74
148	132
151	23
151	33
151	73
151	74
151	98
151	113
151	161
151	177
152	9
152	91
153	74
153	159
154	2
155	110
155	162
155	165
157	132
158	23
158	25
158	33
158	108
159	116
159	130
159	132
159	153
161	23
161	33
161	51
161	73
161	74
161	151
162	110
162	155
162	165
162	169
165	110
165	155
165	162
165	169
169	162
169	165
169	172
170	33
170	95
170	113
171	62
171	115
171	174
172	12
172	37
172	50
172	69
172	92
172	169
174	6
174	50
174	62
174	115
174	171
176	62
176	102
176	116
176	118
176	126
176	132
176	134
177	23
177	33
177	98
177	113
177	151
182	90
183	21
183	28
183	41
