0	136
0	163
0	313
0	411
0	428
0	468
0	487
0	554
0	657
2	36
2	38
2	62
2	115
2	117
2	142
2	209
3	8
3	10
3	43
3	298
4	6
4	13
4	14
4	44
4	116
5	14
5	54
5	419
6	4
6	11
6	61
6	76
6	429
6	487
7	35
7	268
7	271
8	3
8	10
8	14
8	35
8	51
8	62
8	149
8	157
8	251
8	317
8	332
8	335
8	344
8	407
8	445
8	554
9	10
9	14
9	23
9	30
9	157
9	174
9	333
9	516
10	3
10	8
10	9
10	11
10	14
10	30
10	35
10	51
10	78
10	108
10	153
10	155
10	159
10	268
10	298
10	404
10	406
10	511
10	604
11	6
11	10
11	16
11	49
11	52
11	156
11	172
11	173
11	203
11	215
11	218
11	268
11	286
11	323
11	336
11	417
11	449
11	452
11	466
11	524
11	539
11	587
11	604
12	13
12	47
12	53
12	54
12	57
12	65
12	104
12	205
12	246
12	356
12	392
12	500
13	4
13	12
13	15
13	33
13	57
13	205
13	245
13	246
14	4
14	5
14	8
14	9
14	10
14	30
14	32
14	34
14	35
14	50
14	51
14	62
14	78
14	104
14	150
14	172
14	296
14	298
14	311
14	429
14	445
14	467
15	13
15	33
15	35
15	47
15	65
15	205
15	245
15	246
15	476
15	500
16	11
16	141
16	305
16	445
16	554
17	133
17	440
17	496
18	44
18	64
18	435
18	554
18	563
19	36
19	38
19	253
19	320
19	628
20	112
21	23
21	25
21	260
21	264
21	345
21	370
22	45
22	123
22	278
23	9
23	21
23	260
23	324
23	345
24	26
24	47
24	265
25	21
25	370
25	637
26	24
26	109
26	309
26	421
27	309
27	342
27	474
27	550
28	67
29	357
29	418
29	475
29	538
29	566
30	9
30	10
30	14
30	52
30	106
30	120
30	151
30	154
30	157
30	161
30	227
30	230
30	231
30	253
30	268
30	311
30	319
30	335
30	340
30	429
30	454
30	486
30	489
30	511
30	516
30	533
30	554
30	563
30	604
31	268
31	276
32	14
32	95
32	364
33	13
33	15
33	58
33	65
33	246
34	14
34	54
34	58
34	62
34	104
34	467
34	659
35	7
35	8
35	10
35	14
35	15
35	37
35	62
35	245
35	429
35	467
35	477
35	659
36	2
36	19
36	38
36	62
36	97
36	111
36	112
36	143
36	253
36	286
36	292
36	294
37	35
37	493
37	658
38	2
38	19
38	36
38	41
38	62
38	97
38	142
38	143
38	147
38	200
38	209
38	216
38	234
38	249
38	251
38	254
